move the egg from inventory .	A3EAUAU8V3B5S7	{"OtherAction": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [4, 4]}}, "action_reference_object": {"has_name_": [2, 2]}}}	
move the egg from inventory .	AGA1PIIWM8I8D	{"OtherAction": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [4, 4]}}, "action_reference_object": {"has_name_": [2, 2]}}}	
actually  stop building the stairs .	A3EAUAU8V3B5S7	{"Stop": {}}	
actually  stop building the stairs .	A23CTGXNDDW5LC	{"Stop": {}}	
actually  stop building the stairs .	AIU30D5BNNCWH	{"Stop": {}}	
bot  can you forge a cast iron kettle ?	A3EAUAU8V3B5S7	{"Answer": {}}	
bot  can you forge a cast iron kettle ?	AGA1PIIWM8I8D	{"Answer": {}}	
bot  can you forge a cast iron kettle ?	AIU30D5BNNCWH	{"Answer": {}}	
bot  what is around the corner ?	AGA1PIIWM8I8D	{"Answer": {}}	
bot  what is around the corner ?	A3EAUAU8V3B5S7	{"Answer": {}}	
bot  what is around the corner ?	A23CTGXNDDW5LC	{"Answer": {}}	
bot can you mow the grass ?	AGA1PIIWM8I8D	{"Answer": {}}	
bot can you mow the grass ?	A23CTGXNDDW5LC	{"OtherAction": {"action_reference_object": {"has_name_": [5, 5]}}}	
bot can you mow the grass ?	A3EAUAU8V3B5S7	{"Answer": {}}	
bot click the back button to undo the program	A3EAUAU8V3B5S7	{"Undo": {}}	
bot click the back button to undo the program	A23CTGXNDDW5LC	{"Undo": {}}	
bot click the back button to undo the program	AIU30D5BNNCWH	{"OtherAction": {"action_reference_object": {"has_name_": [4, 4]}}}	
bot come over and answer the phone	AIU30D5BNNCWH	{"OtherAction": {"location": {"location_type": "SpeakerPos"}, "action_reference_object": {"has_name_": [6, 6]}}}	
bot come over and answer the phone	A3EAUAU8V3B5S7	{"Move": {"location": {"location_type": "Other"}}}	
bot come over and answer the phone	A23CTGXNDDW5LC	{"OtherAction": {"action_reference_object": {"has_name_": [6, 6]}}}	
bot go destroy the cat in the back	AIU30D5BNNCWH	{"Destroy": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [7, 7]}}, "action_reference_object": {"has_name_": [4, 4]}}}	
bot go destroy the cat in the back	A3EAUAU8V3B5S7	{"Destroy": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [5, 7]}}, "action_reference_object": {"has_name_": [4, 4]}}}	
bot go destroy the cat in the back	A23CTGXNDDW5LC	{"Destroy": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [6, 7]}}, "action_reference_object": {"has_name_": [4, 4]}}}	
build a 2x2 fireplace in the middle of the room with glass around it .	A3EAUAU8V3B5S7	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [6, 9]}}, "schematic": {"has_name_": [3, 3]}}}	
build a 2x2 fireplace in the middle of the room with glass around it .	A1FGKIKJYSL1MI	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [6, 9]}}, "schematic": {"has_name_": [3, 3], "has_size_": [2, 2]}}}	
build a 2x2 fireplace in the middle of the room with glass around it .	AIU30D5BNNCWH	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [9, 9]}}, "schematic": {"has_name_": [3, 11], "has_width_": [2, 2]}}}	
build a 50 foot statue of me	A3EAUAU8V3B5S7	{"Build": {"schematic": {"has_height_": [2, 3], "has_name_": [4, 4], "has_size_": [2, 3]}}}	
build a 50 foot statue of me	AIU30D5BNNCWH	{"Build": {"schematic": {"has_height_": [2, 3], "has_name_": [4, 4]}}}	
build a 50 foot statue of me	AGA1PIIWM8I8D	{"Build": {"schematic": {"has_height_": [2, 3], "has_name_": [4, 4]}}}	
build a block .	AIU30D5BNNCWH	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a block .	A3EAUAU8V3B5S7	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a block .	A23CTGXNDDW5LC	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a box .	AIU30D5BNNCWH	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a box .	A23CTGXNDDW5LC	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a box .	A3EAUAU8V3B5S7	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a castle .	A3EAUAU8V3B5S7	{"Build": {"action_reference_object": {"has_name_": [2, 2]}}}	
build a castle .	AIU30D5BNNCWH	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a castle .	A23CTGXNDDW5LC	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a castle made of sand .	AIU30D5BNNCWH	{"Build": {"schematic": {"has_block_type_": [5, 5], "has_name_": [2, 2]}}}	
build a castle made of sand .	A23CTGXNDDW5LC	{"Build": {"schematic": {"has_block_type_": [5, 5], "has_name_": [2, 2]}}}	
build a castle made of sand .	A3EAUAU8V3B5S7	{"Build": {"schematic": {"has_block_type_": [5, 5], "has_name_": [2, 2]}}}	
build a copy of the pyramid 10 spaces north of the other one	A1FGKIKJYSL1MI	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [5, 5]}}, "action_reference_object": {"has_name_": [5, 5]}}}	
build a copy of the pyramid 10 spaces north of the other one	AGA1PIIWM8I8D	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [5, 5]}}, "action_reference_object": {"has_name_": [5, 5]}}}	
build a copy of the pyramid 10 spaces north of the other one	A3EAUAU8V3B5S7	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [5, 5]}}, "action_reference_object": {"has_name_": [5, 5]}}}	
build a greenhouse	AIU30D5BNNCWH	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a greenhouse	A23CTGXNDDW5LC	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a greenhouse	A3EAUAU8V3B5S7	{"Build": {"schematic": {"has_name_": [2, 2]}}}	
build a window in the nearest wall	A23CTGXNDDW5LC	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [5, 6]}}, "schematic": {"has_name_": [2, 2]}}}	
build a window in the nearest wall	A3EAUAU8V3B5S7	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [5, 6]}}, "schematic": {"has_name_": [2, 2]}}}	
build a window in the nearest wall	AIU30D5BNNCWH	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [6, 6]}}, "schematic": {"has_name_": [2, 2]}}}	
build fireplace	A3EAUAU8V3B5S7	{"Build": {"schematic": {"has_name_": [1, 1]}}}	
build fireplace	AIU30D5BNNCWH	{"Build": {"schematic": {"has_name_": [1, 1]}}}	
build fireplace	A23CTGXNDDW5LC	{"Build": {"schematic": {"has_name_": [1, 1]}}}	
build flowerpots around the base of pyramid	AIU30D5BNNCWH	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [6, 6]}}, "schematic": {"has_name_": [1, 1]}}}	
build flowerpots around the base of pyramid	A3EAUAU8V3B5S7	{"Build": {"location": {"location_type": "BlockObject", "location_reference_object": {"has_name_": [4, 6]}}, "schematic": {"has_name_": [1, 1]}}}	
